State,Issuer ID,URL Submitted,Tech POC Email
TX,45786,https://www.molinahealthcare.com/cms/json/index.json,brooke.souders@molinahealthcare.com
TX,47501,https://www22.elevancehealth.com/cms-data-index-json/Elevance-Health-Data-Index.json,json-delivery-support@elevancehealth.com
TX,47665,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
TX,58609,https://dentaquest.com/getattachment/Marketplace/CMSDataIndex/cms-data-index.json,Scott.Borth@greatdentalplans.com
TX,61315,https://qhp.truassure.com/cmsdata/index.json,SRSellService@northwindstech.com
TX,63141,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
TX,63251,https://exchange.communityfirsthealthplans.com/cms-data-index.json,jflores@cfhp.com
TX,66252,https://chppayment.christushealth.org/workfiles/json/index.json,is_healthplan_support@christushealth.org
TX,70754,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
TX,71837,https://senderohealth.com/files/json/index.json,Stephanie.Mendez@SenderoHealth.com
TX,76589,https://www.cigna.com/sites/json/cms-data-index.json,IFPProviderJSONFileSupport@Cigna.com
TX,87226,https://api.centene.com/ambetter/reference/cms-data-index.json,ambbackofficesupport@centene.com
TX,91476,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
TX,98809,https://api.solsticebenefits.com/v1/Providers/Cms/GetIndex.json,emoya@solsticebenefits.com
UT,14948,https://cms.deltadental.com/index.json,bperry@deltadental.com
UT,18167,https://www.molinahealthcare.com/cms/json/index.json,brooke.souders@molinahealthcare.com
UT,22013,https://cms-machine-readable.cambiahealth.com/index.json,DL-MRDforCMS@regence.com
UT,34028,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
UT,34541,https://cms-machine-readable.cambiahealth.com/index.json,DL-MRDforCMS@regence.com
UT,40335,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
UT,42261,https://doc.uhealthplan.utah.edu/individual/json/42261_UT_index.json,json@hsc.utah.edu
UT,42757,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
UT,46958,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
UT,68781,https://ebu.intermountainhealthcare.org/shprovider/index.json,shcommproductcompliance@selecthealth.org
UT,71246,https://cms.deltadental.com/index.json, bperry@deltadental.com
UT,87169,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
UT,97462,https://api.solsticebenefits.com/v1/Providers/Cms/GetIndex.json,emoya@solsticebenefits.com
UT,98113,https://fm.formularynavigator.com/jsonFiles/publish/200/272/cms-data-index.json,johnny.tay@imperialhealthholdings.com
WI,20173,https://www.healthpartners.com/cms/ffm/cms-data-index.json,providercompliance@healthpartners.com
WI,34210,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
WI,37833,https://apps.quartzbenefits.com/cmsfiles/CMS-INDEX-JSON.json,jonathan.moody@quartzbenefits.com
WI,38166,https://shp-web-public.s3.amazonaws.com/PRD/exchange/cms-data-index.json,krull.bethany@securityhealth.org
WI,38345,https://www.medica.com/mrf/index/WI2.json,medicaqhpcertification@medica.com
WI,57845,https://esbgatewaypub.medica.com/rest/QHP/WI/57845/cms-data-index.json,medicaqhpcertification@medica.com
WI,58326,https://www.mercycarehealthplans.com/wp-content/uploads/JSON/cms-data-index.json,mray@mhemail.org
WI,65736,https://www.dominionnational.com/Resources/dominion/index.json,is-operations@dominionnational.com
WI,69380,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
WI,69589,https://dentalexchange.guardiandirect.com/secure/json/index.json,Kathryn_cranor@glic.com
WI,79475,https://www22.elevancehealth.com/cms-data-index-json/Elevance-Health-Data-Index.json,json-delivery-support@elevancehealth.com
WI,79597,https://cms.deltadental.com/index.json,support@deltadental.com
WI,80180,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
WI,81413,https://data.networkhealth.com/hix/index.json,svandehe@networkhealth.com
WI,86584,https://www.aspirushealthplan.com/group-individual/files/json/index.json,josh.pokorny@optum.com
WI,87416,https://caresource.com/vendor/cms/cms-data-index.json,CMSJSONPlanContacts@caresource.com
WI,90028,https://www22.elevancehealth.com/cms-data-index-json/Elevance-Health-Data-Index.json,json-delivery-support@elevancehealth.com
WI,91604,https://apis.humana.com/v1/cms/index.json,pboulet@humana.com
WI,94529,https://planfinder.ghcscw.com/cms/index.json,JSchmidt@ghcscw.com
WV,31274,https://www.pfpdata.com/cms-data/31274-wv/31274-index.json,HM_JSON_Notification@thryvedigital.com
WV,50328,https://caresource.com/vendor/cms/cms-data-index.json,CMSJSONPlanContacts@caresource.com
WV,76526,https://cms.deltadental.com/index.json,bperry@deltadental.com
WY,11269,https://www.pfpdata.com/cms-data/11269-wy/11269-index.json,WY_JSON_Notification@thryvedigital.com
WY,34588,https://emihealth.com/Services/providerdata/cms-data-index.json,vhoang@emihealth.com
WY,47731,https://json.bestlife.com/cms/cms-data-index.json,blacomble@bestlife.com
WY,49714,https://www.uhc.com/content/dam/uhcdotcom/en/general/cms-data-index.json,tanya_lee@uhc.com
WY,80132,https://cmsdata.providers4you.com/cms-data-index.json,plan@renaissancefamily.com
